sentiment,text,date,cleaned_text,tokens
positive,washing the car has been accomplished yayy ,Fri May 29 12:45:50 PDT 2009,washing the car has been accomplished yayy,"['washing', 'car', 'accomplished', 'yayy']"
negative,@mynamebemichael i shouldve stayed cause now i cant fall asleep ,Sat Jun 20 21:21:23 PDT 2009,i shouldve stayed cause now i cant fall asleep,"['shouldve', 'stayed', 'cause', 'cant', 'fall', 'asleep']"
positive,@pindec you need to follow me so I can reply ,Mon May 18 05:52:07 PDT 2009,you need to follow me so i can reply,"['need', 'follow', 'reply']"
negative,badtrip nmn ung HCG  can comeone please tell me the lock code?,Fri Jun 19 06:31:36 PDT 2009,badtrip nmn ung hcg  can comeone please tell me the lock code,"['badtrip', 'nmn', 'ung', 'hcg', 'comeone', 'please', 'tell', 'lock', 'code']"
positive,Lost power at work. Woo! Lol hanging out and socializing cause there's nothing else we can do ,Tue Jun 02 07:03:25 PDT 2009,lost power at work woo lol hanging out and socializing cause theres nothing else we can do,"['lost', 'power', 'work', 'woo', 'lol', 'hanging', 'socializing', 'cause', 'there', 'nothing', 'else']"
positive,"@aschernathan I love Phoenix. Faves are Funky Squaredance, Too Young and If I Ever Feel Better. Excellent choice ",Mon May 18 02:01:32 PDT 2009,i love phoenix faves are funky squaredance too young and if i ever feel better excellent choice,"['love', 'phoenix', 'faves', 'funky', 'squaredance', 'young', 'ever', 'feel', 'better', 'excellent', 'choice']"
negative,.insomniac.fuck ihatethis.gf come home ,Fri Jun 19 01:51:22 PDT 2009,insomniacfuck ihatethisgf come home,"['insomniacfuck', 'ihatethisgf', 'come', 'home']"
positive,@Jen_Bunni Next Saturday Will Be Better . . . You'll Be With Me All Day  . Me &amp;&amp; My Whit Shuttin Shit Down ! =P,Sat Jun 06 21:57:06 PDT 2009,next saturday will be better    youll be with me all day   me ampamp my whit shuttin shit down  p,"['next', 'saturday', 'better', 'youll', 'day', 'ampamp', 'whit', 'shuttin', 'shit', 'p']"
negative,Ugh can't sleep. Wishing I was still in Norman ,Mon Jun 01 00:06:27 PDT 2009,ugh cant sleep wishing i was still in norman,"['ugh', 'cant', 'sleep', 'wishing', 'still', 'norman']"
negative,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here ,Fri May 29 10:58:34 PDT 2009,thank for ur gnite and thank for ur photo of sims 3 heart broken here,"['thank', 'ur', 'gnite', 'thank', 'ur', 'photo', 'sims', '3', 'heart', 'broken']"
negative,new profile pic.. the fact that i still have braces depresses the bajeezzieesss outta me ,Fri Jun 05 18:04:32 PDT 2009,new profile pic the fact that i still have braces depresses the bajeezzieesss outta me,"['new', 'profile', 'pic', 'fact', 'still', 'brace', 'depresses', 'bajeezzieesss', 'outta']"
positive,"11:11, I wish for you &lt;33 ",Mon Jun 15 23:11:37 PDT 2009,1111 i wish for you lt33,"['1111', 'wish', 'lt33']"
negative,@cmaecy u didnt wait up for me last night  haha jk,Tue Jun 02 07:28:22 PDT 2009,u didnt wait up for me last night  haha jk,"['u', 'didnt', 'wait', 'last', 'night', 'haha', 'jk']"
negative,P.e now ,Thu Jun 18 04:09:28 PDT 2009,pe now,['pe']
positive,glad I went to Kennedy Meadows ,Sat May 30 22:55:34 PDT 2009,glad i went to kennedy meadows,"['glad', 'went', 'kennedy', 'meadow']"
positive,@mac_in_TO I'm impressed and a little flattered. ,Sun May 31 16:52:13 PDT 2009,im impressed and a little flattered,"['im', 'impressed', 'little', 'flattered']"
negative,What a bad day ,Fri May 29 11:54:31 PDT 2009,what a bad day,"['bad', 'day']"
positive,Is so exhusted from dancin the Bachata  love it! But ankle pain pain ,Tue Jun 16 05:20:03 PDT 2009,is so exhusted from dancin the bachata  love it but ankle pain pain,"['exhusted', 'dancin', 'bachata', 'love', 'ankle', 'pain', 'pain']"
positive,i am in my new apartment in kville with the best man in the world and my twin  it was a good day i would say!,Sat May 16 20:59:45 PDT 2009,i am in my new apartment in kville with the best man in the world and my twin  it was a good day i would say,"['new', 'apartment', 'kville', 'best', 'man', 'world', 'twin', 'good', 'day', 'would', 'say']"
negative,has to work at the hospital today...and is NOT happy about it  ,Sat Apr 18 08:06:08 PDT 2009,has to work at the hospital todayand is not happy about it,"['work', 'hospital', 'todayand', 'happy']"
positive,@BlakeLewis you were amazing yesterday at pride! just wanted to let you know ,Mon Jun 15 11:18:00 PDT 2009,you were amazing yesterday at pride just wanted to let you know,"['amazing', 'yesterday', 'pride', 'wanted', 'let', 'know']"
positive,"@ahh_shazbot  Good afternoon, Joy. Hope you're having a great day  Me, I'm still in my pj's",Sun May 03 05:58:38 PDT 2009,good afternoon joy hope youre having a great day  me im still in my pjs,"['good', 'afternoon', 'joy', 'hope', 'youre', 'great', 'day', 'im', 'still', 'pjs']"
negative,@HITMAN1063 no such luck.....not any better. Still no reaction to the antibiotics ,Mon Jun 15 13:43:03 PDT 2009,no such lucknot any better still no reaction to the antibiotics,"['lucknot', 'better', 'still', 'reaction', 'antibiotic']"
positive,Off to school very soon. Have a great day everyone ,Mon Jun 15 00:32:20 PDT 2009,off to school very soon have a great day everyone,"['school', 'soon', 'great', 'day', 'everyone']"
negative,@dylan_mason @Kimbalicious i hope you're right! i reaalllyy want a Cheryl solo album but i REAALLLYYYYYYYY don't want girls aloud to end ,Sat May 02 05:00:37 PDT 2009,i hope youre right i reaalllyy want a cheryl solo album but i reaalllyyyyyyyy dont want girls aloud to end,"['hope', 'youre', 'right', 'reaalllyy', 'want', 'cheryl', 'solo', 'album', 'reaalllyyyyyyyy', 'dont', 'want', 'girl', 'aloud', 'end']"
positive,@YoungQ No you're cool ,Sat May 30 14:41:34 PDT 2009,no youre cool,"['youre', 'cool']"
positive,Kelly 1  Illustrator 0    That's right.  ,Fri May 29 00:15:25 PDT 2009,kelly 1  illustrator 0    thats right,"['kelly', '1', 'illustrator', '0', 'thats', 'right']"
negative,At a party for my friend libby's graduation. Might have to left before she gets here ,Sat Jun 20 19:29:47 PDT 2009,at a party for my friend libbys graduation might have to left before she gets here,"['party', 'friend', 'libby', 'graduation', 'might', 'left', 'get']"
negative,"Working with Joe Shrank. At 239, Lancaster, PA. Electricity just turned off ",Thu Jun 18 06:29:16 PDT 2009,working with joe shrank at 239 lancaster pa electricity just turned off,"['working', 'joe', 'shrank', '239', 'lancaster', 'pa', 'electricity', 'turned']"
negative,@matterhornpat how have I not been following you? so.wrong. my bad ,Tue Jun 23 11:12:56 PDT 2009,how have i not been following you sowrong my bad,"['following', 'sowrong', 'bad']"
negative,@Kalediscope jersey folk know the truth i guess  lol,Sun Jun 07 19:47:37 PDT 2009,jersey folk know the truth i guess  lol,"['jersey', 'folk', 'know', 'truth', 'guess', 'lol']"
positive,"@WHITEFOLKZ yes, that's kinda the length/ length of time I was figuring.. cute new pic tho ",Fri May 29 09:00:25 PDT 2009,yes thats kinda the length length of time i was figuring cute new pic tho,"['yes', 'thats', 'kinda', 'length', 'length', 'time', 'figuring', 'cute', 'new', 'pic', 'tho']"
negative,the weather is so bad! it doesnt feel like summer ,Fri Jun 19 11:47:52 PDT 2009,the weather is so bad it doesnt feel like summer,"['weather', 'bad', 'doesnt', 'feel', 'like', 'summer']"
positive,@TeoBishop I hate it when that happens!! Exciting though. ,Mon May 04 06:54:27 PDT 2009,i hate it when that happens exciting though,"['hate', 'happens', 'exciting', 'though']"
positive,I'm home  pulang pulang F langsung sms )),Sun Jun 07 00:57:17 PDT 2009,im home  pulang pulang f langsung sms,"['im', 'home', 'pulang', 'pulang', 'f', 'langsung', 'sm']"
negative,"uugh, this just made me cry  http://bit.ly/12CwaI",Sat Jun 20 15:04:29 PDT 2009,uugh this just made me cry,"['uugh', 'made', 'cry']"
positive,"Is at the mall with @apsnyder, Alex, Shayna, and Jon  happy fun times.",Sat Jun 06 20:25:00 PDT 2009,is at the mall with  alex shayna and jon  happy fun times,"['mall', 'alex', 'shayna', 'jon', 'happy', 'fun', 'time']"
positive,Pullin' an all-nighter.. whos wiv me? ,Tue Jun 02 15:17:18 PDT 2009,pullin an allnighter whos wiv me,"['pullin', 'allnighter', 'who', 'wiv']"
positive,"@shanitai, curse you and your babies. I'm scarred for life! ",Wed Jun 03 03:47:06 PDT 2009,curse you and your babies im scarred for life,"['curse', 'baby', 'im', 'scarred', 'life']"
positive,@tommcfly Sleep well &amp; dream of a concert in Germany ;P Have much fun in Rio!  when will you announce the new tour dates? please tell ?,Sat May 30 07:41:05 PDT 2009,sleep well amp dream of a concert in germany p have much fun in rio  when will you announce the new tour dates please tell,"['sleep', 'well', 'amp', 'dream', 'concert', 'germany', 'p', 'much', 'fun', 'rio', 'announce', 'new', 'tour', 'date', 'please', 'tell']"
negative,@Bandit77002 Ha ha! Sorry there's no link!   A certain co worker seems to know what the combination of mocha and ass smells like!,Fri Jun 19 17:59:23 PDT 2009,ha ha sorry theres no link   a certain co worker seems to know what the combination of mocha and ass smells like,"['ha', 'ha', 'sorry', 'there', 'link', 'certain', 'co', 'worker', 'seems', 'know', 'combination', 'mocha', 'as', 'smell', 'like']"
negative,bussyy doing ma science thingo ughh ,Sun May 03 00:24:41 PDT 2009,bussyy doing ma science thingo ughh,"['bussyy', 'science', 'thingo', 'ughh']"
positive,London Dev Meet awesomeness ,Mon Jun 15 05:55:15 PDT 2009,london dev meet awesomeness,"['london', 'dev', 'meet', 'awesomeness']"
positive,Using Twitter may be &quot;tweeting&quot; but @LinaMbirkou definitely seems to be &quot;twittering&quot;. Here's a quote back at ya: less is more ,Tue Jun 02 01:18:43 PDT 2009,using twitter may be quottweetingquot but  definitely seems to be quottwitteringquot heres a quote back at ya less is more,"['using', 'twitter', 'may', 'quottweetingquot', 'definitely', 'seems', 'quottwitteringquot', 'here', 'quote', 'back', 'ya', 'less']"
negative,@mileycyrus  I'm sorry. For whatever it is,Sat May 30 21:14:12 PDT 2009,im sorry for whatever it is,"['im', 'sorry', 'whatever']"
positive,@TiffanyDow Yay! I've been reading along at your blog and was wondering when you'd get that first sale ,Mon Jun 01 19:06:42 PDT 2009,yay ive been reading along at your blog and was wondering when youd get that first sale,"['yay', 'ive', 'reading', 'along', 'blog', 'wondering', 'youd', 'get', 'first', 'sale']"
positive,excited to hang with the girls I used to teach with...haven't seen them in a while.  LOTS to catch up on. ,Mon Jun 15 14:19:05 PDT 2009,excited to hang with the girls i used to teach withhavent seen them in a while  lots to catch up on,"['excited', 'hang', 'girl', 'used', 'teach', 'withhavent', 'seen', 'lot', 'catch']"
positive,@thevoyager ,Sat May 30 03:10:55 PDT 2009,,[]
positive,"@juskosel 'kay, good luck w/sleeping and the air bed.  Take it easy, sleazy, and TTY tomorrow.  ",Sun Apr 19 00:32:46 PDT 2009,kay good luck wsleeping and the air bed  take it easy sleazy and tty tomorrow,"['kay', 'good', 'luck', 'wsleeping', 'air', 'bed', 'take', 'easy', 'sleazy', 'tty', 'tomorrow']"
positive,"@Squarespace 30,795 followers wow last time i sore it was 6000 if i could rem #Squarespace...Congrats ",Tue Jun 16 03:17:12 PDT 2009,30795 followers wow last time i sore it was 6000 if i could rem congrats,"['30795', 'follower', 'wow', 'last', 'time', 'sore', '6000', 'could', 'rem', 'congrats']"
positive,@ somerset with markie and @_liapopovic ,Mon Jun 15 14:29:39 PDT 2009,somerset with markie and,"['somerset', 'markie']"
negative,Sad that Derek won't tweet me... ,Tue Jun 23 11:05:34 PDT 2009,sad that derek wont tweet me,"['sad', 'derek', 'wont', 'tweet']"
negative,I hate feeling sick. Why won't it go away? ,Mon Jun 01 01:35:27 PDT 2009,i hate feeling sick why wont it go away,"['hate', 'feeling', 'sick', 'wont', 'go', 'away']"
negative,Cause these stupid people dont have my phone and my tummy herts ,Fri May 29 14:36:24 PDT 2009,cause these stupid people dont have my phone and my tummy herts,"['cause', 'stupid', 'people', 'dont', 'phone', 'tummy', 'herts']"
negative,@knightsangel Hey Eddie!!  He played it already   bout 8.30,Fri Jun 19 14:57:07 PDT 2009,hey eddie  he played it already   bout 830,"['hey', 'eddie', 'played', 'already', 'bout', '830']"
negative,I bought my 226 brush from mac after a month of trying to find it now the are selling on ebay for 15.50 crazy.  ,Sun May 10 08:37:08 PDT 2009,i bought my 226 brush from mac after a month of trying to find it now the are selling on ebay for 1550 crazy,"['bought', '226', 'brush', 'mac', 'month', 'trying', 'find', 'selling', 'ebay', '1550', 'crazy']"
positive,"good luck to /programmes for tonight - enjoy the hospitality, chums  #bafta",Sun May 17 01:45:52 PDT 2009,good luck to programmes for tonight  enjoy the hospitality chums,"['good', 'luck', 'programme', 'tonight', 'enjoy', 'hospitality', 'chum']"
negative,Worse Day Off Evvverrr ,Tue Jun 23 17:12:47 PDT 2009,worse day off evvverrr,"['worse', 'day', 'evvverrr']"
negative,mourning for my grand duo blush. ,Tue Jun 16 00:44:55 PDT 2009,mourning for my grand duo blush,"['mourning', 'grand', 'duo', 'blush']"
positive,The end of DRAG ME TO HELL was so unexpected. Mann. Movies are so wierd nowadays ,Mon Jun 01 13:32:31 PDT 2009,the end of drag me to hell was so unexpected mann movies are so wierd nowadays,"['end', 'drag', 'hell', 'unexpected', 'mann', 'movie', 'wierd', 'nowadays']"
positive,"@phocks oh  i thought u meant personally, lol - good luck with the prizes - gave u a thumb's up in the voting ",Sun Jun 14 23:34:06 PDT 2009,oh  i thought u meant personally lol  good luck with the prizes  gave u a thumbs up in the voting,"['oh', 'thought', 'u', 'meant', 'personally', 'lol', 'good', 'luck', 'prize', 'gave', 'u', 'thumb', 'voting']"
positive,@realnetta: will be praying all day ,Tue Apr 07 05:34:38 PDT 2009,will be praying all day,"['praying', 'day']"
positive,Last day ever of pe.  PS: hot cheetos are what's up and text me! I'm bored. Lol.,Fri May 29 11:55:34 PDT 2009,last day ever of pe  ps hot cheetos are whats up and text me im bored lol,"['last', 'day', 'ever', 'pe', 'p', 'hot', 'cheetos', 'whats', 'text', 'im', 'bored', 'lol']"
positive,Nah its all good yea that's fine. Just good for a laugh. ,Mon Jun 01 21:09:05 PDT 2009,nah its all good yea thats fine just good for a laugh,"['nah', 'good', 'yea', 'thats', 'fine', 'good', 'laugh']"
positive,@tgolash i am based in NYC  automatic advantage! ;-),Wed Jun 03 05:32:33 PDT 2009,i am based in nyc  automatic advantage,"['based', 'nyc', 'automatic', 'advantage']"
positive,@Pierre_Julien the actual martini glass-cat fiasco happened at 3. i didn't get around to tweeting till 4. ,Sun May 31 08:07:13 PDT 2009,the actual martini glasscat fiasco happened at 3 i didnt get around to tweeting till 4,"['actual', 'martini', 'glasscat', 'fiasco', 'happened', '3', 'didnt', 'get', 'around', 'tweeting', 'till', '4']"
positive,"@mitchelmusso yah! Oh, and by the way, I have 'The In Crowd' stuck in my head, and i like it ",Fri May 29 13:06:02 PDT 2009,yah oh and by the way i have the in crowd stuck in my head and i like it,"['yah', 'oh', 'way', 'crowd', 'stuck', 'head', 'like']"
positive,@JudyObscure Coverage starts at 12:10 so it'll be a 13:00 start ,Sun Jun 07 02:24:18 PDT 2009,coverage starts at 1210 so itll be a 1300 start,"['coverage', 'start', '1210', 'itll', '1300', 'start']"
negative,i'm gonna head to work. then from there to work again. well wish i wasn't working  i want a lazy dvd day ,Wed Jun 17 07:21:59 PDT 2009,im gonna head to work then from there to work again well wish i wasnt working  i want a lazy dvd day,"['im', 'gon', 'na', 'head', 'work', 'work', 'well', 'wish', 'wasnt', 'working', 'want', 'lazy', 'dvd', 'day']"
negative,Goodnight twitterverse! P.S: I hate you ,Sun May 17 08:06:18 PDT 2009,goodnight twitterverse ps i hate you,"['goodnight', 'twitterverse', 'p', 'hate']"
